id,created_at,organization_id,organizationpillar_id,status,period,points,grade,activityDate,hoursSpent,submissionReleaseDate,completedDate,description,title,user_id,document_id,relatedFiles,verificationFiles,academicprogram_id,approvedPoints,feedback_id,datePerformed,activitySubmitted,activityApproved
1966,1745549431224,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Accepted,2,0.08,0,"[null,null]",0.75,,,"Speaking at AA meeting","Crossroads rehab AA meeting",f5969a27-76ee-47df-95f4-b9d8582d0b20,59446977,,,128,0.08,"[{""id"":1871,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1871,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-14,,
1967,1745550032284,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Accepted,2,0.15,0,"[null,null]",1.5,,,Referee,"Easter Egg Hunt",f5969a27-76ee-47df-95f4-b9d8582d0b20,30435166,,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/nYNhz5HpkzklnFm__h04GD1-yCM\/QDdF9Q..\/IMG_3769.jpeg"",""name"":""IMG_3769.jpeg"",""type"":""image"",""size"":1817359,""mime"":""image\/jpeg"",""meta"":{""width"":3088,""height"":2316},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/nYNhz5HpkzklnFm__h04GD1-yCM\/QDdF9Q..\/IMG_3769.jpeg""}]",128,0.15,"[{""id"":1870,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1870,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-19,,
1968,1745550118061,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Deleted,2,0,0,"[null,null]",1.5,,,Referee,"Easter Egg Hunt",f5969a27-76ee-47df-95f4-b9d8582d0b20,29974907,,"[{""access"":""public"",""path"":""\/vault\/AL2geKri\/7DYXbwI5atr2RcvmeSQc6NzUyeM\/V8hzKA..\/IMG_3769.jpeg"",""name"":""IMG_3769.jpeg"",""type"":""image"",""size"":1668001,""mime"":""image\/jpeg"",""meta"":{""width"":3088,""height"":2316},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/7DYXbwI5atr2RcvmeSQc6NzUyeM\/V8hzKA..\/IMG_3769.jpeg""}]",128,0,[],2025-04-19,,
1969,1745550129370,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Deleted,2,0,0,"[null,null]",1.5,,,Referee,"Easter Egg Hunt",f5969a27-76ee-47df-95f4-b9d8582d0b20,45245497,,,128,0,[],2025-04-19,,
1970,1745551682711,173133d1-513b-49df-b6b8-729e187725cf,4365c32d-90b8-4269-8419-57319339f883,Accepted,2,0.4,0,"[null,null]",2,,,"The Holy Spirit is the Resurrection Power that gives the transformation from death to Life","Holy Spirit",e7d71536-a4eb-4896-82d5-c465fd3e535f,30321990,,,128,0.4,"[{""id"":1866,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1866,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-24,,
1971,1745551763766,173133d1-513b-49df-b6b8-729e187725cf,4365c32d-90b8-4269-8419-57319339f883,Accepted,2,0.4,0,"[null,null]",2,,,"Lesson on Holy Spirit","Essential Doctrine",db57d37d-4092-4a19-a808-e03779c5a0ad,91175329,,,128,0.4,"[{""id"":1867,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1867,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-24,,
1972,1745551908796,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Accepted,2,0.4,0,"[null,null]",4,,,"Helped with slides, chips & setting up volunteers ! (Pastor Dave preached message)","Celebrate Recovery(Easter Weekend)",f5969a27-76ee-47df-95f4-b9d8582d0b20,45875398,,,128,0.4,"[{""id"":1877,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1877,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-19,,
1973,1745552128938,173133d1-513b-49df-b6b8-729e187725cf,4365c32d-90b8-4269-8419-57319339f883,Accepted,2,0.4,0,"[null,null]",2,,,"The Sevenfold Spirit of the Lord attributes are NOT separate entities, but ways Holy Spirit manifests power and influence .","Holy Spirit",f5969a27-76ee-47df-95f4-b9d8582d0b20,75270371,,,128,0.4,"[{""id"":1869,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1869,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-24,,
1974,1745559706094,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Accepted,2,0.6,0,"[null,null]",6,,,"Served all three services, set up & tear down. Greeting, Usher, Slides, etc.","Easter Sunday Service",f5969a27-76ee-47df-95f4-b9d8582d0b20,17638948,,,128,0.6,"[{""id"":1868,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1868,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-20,,
1975,1745812256785,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,1.29,0,"[null,null]",20,,,"for 3 days i went camping with a lot of JKL members, on the first day we got to ride horses and eat a homemade steak dinner which was really good i also got to set up my tent with friends. On day 2 i helped a camera person who let me work the camera and i got to record lots of things and practice how to use the camera. one of the biggest highlights was the dinner in town because it was really good to sit down and just talk to everyone and to get to know people better it was really cool. i learned to always talk to new people even though it might be awkward but you will end up being friends.",Camping,df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,71392201,,,130,1.29,"[{""id"":1860,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1860,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-16,,
1976,1745862648356,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,1.29,0,,20,,,"2 days and a half worth of camping and exploring. We did horse back riding and they had a mini barn which was quite nice. I like playing tag in the night that was fun and intresting they took us to a couple of places like Walmart and a restaurant.","JKL Camping trip",f623348f-0bc0-40c0-b069-437abb85ac3b,4897858,,,130,1.29,"[{""id"":1865,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1865,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-16,,
1977,1745863338097,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,0.19,0,"[null,null]",3,,,"artificial intelligence uses water cooling for GPU stations running ai software. computer systems to perform tasks that typically require human intelligence, such as learning, problem solving, and decision making. aside from that the school had a beautiful campus",AI,f623348f-0bc0-40c0-b069-437abb85ac3b,93160827,,,130,0.19,"[{""id"":1858,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1858,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-25,,
1978,1745864068735,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,0.13,0,"[null,null]",2,,,"we did push ups and then we took a break which was relaxing because I needed it. we also did aa gratitude circle and ifelt like I had a something good to say.","Yoga with Kirsches",f623348f-0bc0-40c0-b069-437abb85ac3b,520289,,,130,0.13,"[{""id"":1861,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1861,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-09,,
1979,1745865213246,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,0.26,0,"[null,null]",4,,,"today we went to Westfield mall to shop for formal and fancy clothes which we could use for future JKL formal events it was a really fun experience","shopping Ex",df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,69544971,,,130,0.26,"[{""id"":1862,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1862,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-07,,
1980,1745865427152,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,0.13,0,"[null,null]",2,,,"Today for JKL we got to relax and do calm yoga which really had a huge impact on me since it was really relaxing. we also got to hear about future JK events",Yoga,df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,56937100,,,130,0.13,"[{""id"":1863,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1863,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-09,,
1981,1745865627072,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,0.19,0,"[null,null]",3,,,"Today we went to Harvard Westlake high school to sit down and have a talk with the LAWBA to talk about the good and bad about AI and how it is good for todays world but also to talk about how it is a bad thing for today. i learned that the more we use it the more we forget what we are really trying to learn about. i found it really interesting.","Ethics of AI",df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,78980376,,,130,0.19,"[{""id"":1864,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1864,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-18,,
1982,1745881104078,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,0.26,0,"[null,null]",4,,,"At first I was curious on what to expect once arriving but soon after I was called down to leave and when we got to the Honda dealership I was surprised it was smaller than I imagined but yet had everything I did imagine inside there were bunch of cars ready to be sold emergency cars just in case your order wasn’t done in time that you can take for the mean time and a bunch of mechanics and people up at the desk I learned several things like how to change oil and what the hourly pay was and how you should really decide between desktop or mechanical which were both pretty cool after I went to eat with David at some restaurant and later sent back to the school to get picked up","Job shadow",b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,18418747,,,130,0.26,"[{""id"":1881,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1881,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-04,,
1983,1745881354076,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,0.26,0,"[null,null]",4,,,"Once we were called down we were told if we knew our sizes and if we didn’t was there any way we can find out what they were and so we did, once arriving at the Westfield mall we all grouped up girls with girls boy with boys and were taken to several stores to pick out our outfits and then later on when we had most of the outfit we went to eat and after continued to go find a belt and shoes this experience was really fun and very funny",Shopping,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,9472692,,,130,0.26,"[{""id"":1880,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1880,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-07,,
1984,1745881882279,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,1,1.29,0,"[null,null]",20,,,"In this camping experience I learned several things about horses and how they aren’t as mean and evil as they look they are just scared and afraid of humans as they are prey animal which you can tell by there eyes being to the side, I really enjoyed my time at Joshua tree and would like to do it again I think the most fun part was seeing everyone struggle to put up there tent while I was the first one to be finished which made me feel a bit smart but I really enjoyed everything that happened at Joshua tree such as our chef cooking playing hide and seek playing with goat going horse back riding and being able to meet new people overall it was a wonderful experience",Camping,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,50751518,,,130,1.29,"[{""id"":1879,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1879,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-16,,
1985,1745909894944,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Accepted,2,0.35,0,"[null,null]",3.5,,,"Slides, Greeting new people in recovery, finding more volunteers for CR","Celebrate Recovery Service",f5969a27-76ee-47df-95f4-b9d8582d0b20,2223322,,,128,0.35,"[{""id"":1884,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1884,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-26,,
1986,1745910059999,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Accepted,2,0.13,0,"[null,null]",1.25,,,"Greeting kids at entrance, helping run games for youth, taking attendance & building relationships & encouraging leadership (discipleship)","Youth Group Morning ACC",f5969a27-76ee-47df-95f4-b9d8582d0b20,57881263,,,128,0.13,"[{""id"":1883,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1883,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-27,,
1987,1745910152892,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Accepted,2,0.28,0,"[null,null]",2.75,,,"Help running games, sermon/worship slides, youth leader development","Youth Night ACC",f5969a27-76ee-47df-95f4-b9d8582d0b20,59635007,,,128,0.28,"[{""id"":1882,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1882,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-27,,
1988,1745976308218,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Accepted,2,0.3,0,"[null,null]",3,,,"National Prayer day volunteering","Christ Church Lutheran",db57d37d-4092-4a19-a808-e03779c5a0ad,89138689,,,128,0.3,"[{""id"":1910,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1910,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-26,,
1989,1745982890187,173133d1-513b-49df-b6b8-729e187725cf,383a48ed-f185-4791-a5fd-67b8e849d2e4,Accepted,2,0.4,0,"[null,null]",2,,,"Waypoints look a lot like smart goals, which can change over time.","Charting your Course",f5969a27-76ee-47df-95f4-b9d8582d0b20,92374728,,,128,0.4,"[{""id"":1909,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1909,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-29,,
1990,1745983162437,173133d1-513b-49df-b6b8-729e187725cf,383a48ed-f185-4791-a5fd-67b8e849d2e4,Accepted,2,0.4,0,"[null,null]",2,,,"A simplistic timeline with doable and time spaced foot steps that will be added and as well get to achieve your vision.","Charting your Coarse",e7d71536-a4eb-4896-82d5-c465fd3e535f,16299291,,,128,0.4,"[{""id"":1908,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1908,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-29,,
1991,1745983236196,173133d1-513b-49df-b6b8-729e187725cf,383a48ed-f185-4791-a5fd-67b8e849d2e4,Accepted,2,0.4,0,"[null,null]",2,,,"Launching Leaders","Charting your course",db57d37d-4092-4a19-a808-e03779c5a0ad,34382403,,,128,0.4,"[{""id"":1907,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1907,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-29,,
1992,1745983362824,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Accepted,2,0.4,0,"[null,null]",4,,,"Feeding the homeless","Andre House",e7d71536-a4eb-4896-82d5-c465fd3e535f,1708698,,,128,0.4,"[{""id"":1911,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1911,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-12,,
1993,1745983471278,173133d1-513b-49df-b6b8-729e187725cf,9bea11fc-4303-4e7e-9ea1-4ec61b76f536,Accepted,2,0.4,0,"[null,null]",4,,,"Feeding the Homeless","Andre House",e7d71536-a4eb-4896-82d5-c465fd3e535f,71540804,,,128,0.4,"[{""id"":1912,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1912,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-19,,
1994,1746054593886,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.26,0,"[null,null]",4,,,"We were getting professional attire so that we can use to any parties , interviews.","Shopping spree",ed120f1b-7d64-4772-a3e1-ff354449de85,37019714,,,127,0.26,"[{""id"":1906,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1906,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-07,,
1995,1746054610505,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.26,0,"[null,null]",4,,,"We went shopping for clothes for occasions that require professional attire for future events and life experiences like job experiences.","Shopping Spree",62586640-9291-413c-ae34-d082ae53d3af,37249533,,,127,0.26,"[{""id"":1905,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1905,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-07,,
1996,1746054685064,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.26,0,"[null,null]",4,,,"We went shopping for formal clothes to wear for formal events","shopping spree",79f7938a-f5d9-40ac-b2cd-12066453bbd8,91908489,,,127,0.26,"[{""id"":1904,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1904,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-07,,
1997,1746054686358,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.13,0,"[null,null]",2,,,"we were able to do new stances and able to smell a new oil , and relaxed",Yoga,ed120f1b-7d64-4772-a3e1-ff354449de85,42465309,,,127,0.13,"[{""id"":1903,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1903,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-09,,
1998,1746054713100,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.13,0,"[null,null]",2,,,"We did yoga to stretch and better our minds. Our instructor let us smell a new oil that would stimulate and relax us.",Yoga,62586640-9291-413c-ae34-d082ae53d3af,41663424,,,127,0.13,"[{""id"":1902,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1902,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-09,,
1999,1746054872528,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,1.29,0,"[null,null]",20,,,"We were able to work with new people , learned how cook on a open fire , we also were able to learn new things about the horses and how to tell weather they want space or want to be with people.",Camping,ed120f1b-7d64-4772-a3e1-ff354449de85,25607032,,,127,1.29,"[{""id"":1901,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1901,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-16,,
2000,1746054998731,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,1.29,0,"[null,null]",20,,,"We were allowed to go camping in Joshua tree with 5 other members of wise and students from another school. We learned how to pitch a tent. Also got to visit an outside museum. We got to learn about horses and were allowed to ride on them throughout the park. We visited the national park and were able to go hiking there. Finally we were able to go eat and learn how to cook and eat over a campfire.","JKL Camping trip",62586640-9291-413c-ae34-d082ae53d3af,5582057,,,127,1.29,"[{""id"":1900,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1900,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-16,,
2001,1746055012847,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,1.29,0,"[null,null]",20,,,"We slept in tent and learned how to set them up, went horse riding, huddled around the campfire making steaks, s'mores, we also played with barn animals and  went hiking at the national park, and we went to the outdoor museum",Camping,79f7938a-f5d9-40ac-b2cd-12066453bbd8,36656115,,,127,1.29,"[{""id"":1899,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1899,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-16,,
2002,1746055046414,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Approved,2,3,0,"[null,null]",2,,,"I was able to learn about bow they would help service the sea animals and what is causing their sickness and how we could tell weather they are friendly or not.","job shadowing",ed120f1b-7d64-4772-a3e1-ff354449de85,50725693,,,127,3,[[]],2025-04-24,2025-05-24,2025-05-24
2003,1746055128136,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.19,0,"[null,null]",3,,,"We sat through a presentation and discussed the future of AI and the ways it could affect us and jobs in our economy","Future of AI",62586640-9291-413c-ae34-d082ae53d3af,73612096,,,127,0.19,"[{""id"":1897,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1897,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-25,,
2004,1746055159538,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.19,0,"[null,null]",3,,,"We sat through a presentation about Ai and how the people now know how to use Ai and how it can sometimes cause people to forget things","Future of Ai",ed120f1b-7d64-4772-a3e1-ff354449de85,72857790,,,127,0.19,"[{""id"":1896,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1896,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-25,,
2005,1746055171047,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.19,0,"[null,null]",3,,,"We listened to three guest speakers talk about how AI can improve our lives in the future and that we should get a jump on using it","Future of AI",79f7938a-f5d9-40ac-b2cd-12066453bbd8,73958961,,,127,0.19,"[{""id"":1895,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1895,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-25,,
2006,1746055244243,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.13,0,"[null,null]",2,,,"We discussed our plans for the field trips coming up and also discussed the plans we have for summer JKL.","Field Disscusion",62586640-9291-413c-ae34-d082ae53d3af,78115591,,,127,0.13,"[{""id"":1894,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1894,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-30,,
2007,1746055271449,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.13,0,"[null,null]",2,,,"We discussed about what will be happening through summer jkl and the schedule through it the rest of the month.","Field trip discussion",ed120f1b-7d64-4772-a3e1-ff354449de85,81190280,,,127,0.13,"[{""id"":1893,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1893,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-30,,
2008,1746055336694,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.13,0,"[null,null]",2,,,"We were told about all the field trips we will be able to go to this month and the one we will go to for in the summer","Field trips talk",79f7938a-f5d9-40ac-b2cd-12066453bbd8,57356983,,,127,0.13,"[{""id"":1892,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1892,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-30,,
2009,1746055548690,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,de8dfe8e-da73-4c85-91a1-8dee7e304ab1,Accepted,2,0.13,0,"[null,null]",2,,,"We did poses and different stretches that helped our body be more flexible and practiced head stands then ended it with breathing exercises in the dark",Yoga,79f7938a-f5d9-40ac-b2cd-12066453bbd8,36687334,,,127,0.13,"[{""id"":1891,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1891,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-09,,
2010,1746056022140,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,cafe5850-3e06-41ef-a3b6-e1a82c4eb17a,Accepted,2,0.19,0,,3,,,"I walked a few dogs separately, played with them and picked up their droppings","Dog volunteering",79f7938a-f5d9-40ac-b2cd-12066453bbd8,19817503,,,127,0.19,"[{""id"":1890,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1890,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-03-29,,
2011,1746056242868,e59a34ed-3c77-4cfd-a6fb-b94cf744c1e5,cafe5850-3e06-41ef-a3b6-e1a82c4eb17a,Accepted,2,0.13,0,"[null,null]",2,,,"I washed two of my grandpas cars and my aunts car with my garden hose, soap and a few rags","Car washing",79f7938a-f5d9-40ac-b2cd-12066453bbd8,97402280,,,127,0.13,"[{""id"":1889,""field_0"":""This is a test"",""field_0_name"":""feedback"",""field_0_type"":""text"",""field_0_list"":false,""field_1"":1889,""field_1_name"":""id"",""field_1_type"":""int"",""field_1_list"":false}]",2025-04-15,,
